	Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts	Pathogenic_change
462	AFTPH-DT	101927402	3	3	0	0	0	0	0	0.0
463	AGA	175	622	413	541	66	613228	91	20	66.0
465	AGAP1	116987	97	97	7	10	608651	25	0	-5.0
466	AGAP1-IT1	100506749	23	23	0	0	0	1	0	-86.0
467	AGAP10	728127	110	109	0	0	0	10	0	0.0
468	AGAP11	119385	54	52	0	1	0	2	0	-1.0
469	AGAP2	116986	19	17	7	0	605476	5	0	0.0
470	AGAP2-AS1	100130776	3	3	0	0	0	0	0	0.0
471	AGAP3	116988	73	73	2	1	616813	8	0	-1.0
472	AGAP4	119016	42	42	0	0	0	3	0	0.0
473	AGAP5	729092	18	18	0	0	0	2	0	0.0
474	AGAP6	414189	55	55	1	0	0	15	0	-25.0
475	AGAP9	642517	109	109	0	0	0	9	0	0.0
476	AGBL1	123624	55	51	10	7	615496	19	0	6.0
477	AGBL1-AS1	727915	7	7	0	0	0	0	0	0.0
478	AGBL2	79841	27	26	13	1	617345	3	0	1.0
479	AGBL3	340351	44	44	9	2	617346	3	0	-2.0
480	AGBL4	84871	56	56	1	0	616476	25	0	0.0
481	AGBL4-AS1	101929721	5	5	0	0	0	3	0	0.0
482	AGBL4-IT1	100874313	6	6	0	0	0	3	0	-10.0
483	AGBL5	60509	454	439	430	18	615900	254	0	18.0
484	AGBL5-AS1	100874031	8	8	0	0	0	2	0	-6.0
485	AGER	177	26	24	14	0	600214	4	2	-1.0
486	AGFG1	3267	24	24	2	0	600862	1	0	-5.0
487	AGFG2	3268	23	23	0	0	604019	3	0	0.0
488	AGGF1	55109	24	23	10	1	608464	3	0	1.0
489	AGK	55750	375	242	332	33	610345	78	11	-147.0
491	AGL	178	2916	1774	2889	380	610860	702	39	380.0
492	AGMAT	79814	30	30	4	1	617887	3	0	-2.0
493	AGMO	392636	107	100	34	3	613738	41	1	3.0
494	AGO1	26523	80	66	61	8	606228	25	2	7.0
495	AGO2	27161	110	104	49	10	606229	25	0	-18.0
496	AGO3	192669	38	38	19	3	607355	9	0	-54.0
497	AGO4	192670	18	18	1	0	607356	6	0	-2.0
498	AGPAT1	10554	12	12	0	0	603099	4	0	0.0
499	AGPAT2	10555	316	213	252	26	603100	77	8	26.0
500	AGPAT3	56894	100	90	0	0	614794	14	0	0.0
501	AGPAT4	56895	37	37	0	0	614795	8	0	0.0
502	AGPAT4-IT1	79992	14	14	0	0	0	1	0	0.0
503	AGPAT5	55326	114	113	2	0	614796	9	0	0.0
504	AGPS	8540	587	482	552	8	603051	143	13	-6.0
505	AGR2	10551	47	47	0	0	606358	10	0	-1.0
506	AGR3	155465	58	58	0	0	609482	11	0	0.0
507	AGRN	375790	2241	1782	2058	39	103320	811	19	39.0
508	AGRP	181	39	35	6	1	602311	6	0	-26.0
509	AGT	183	233	161	188	9	106150	65	4	-18.0
510	AGTPBP1	23287	71	66	30	19	606830	15	0	19.0
511	AGTR1	185	135	107	113	10	106165	50	3	9.0
512	AGTR2	186	198	181	35	0	300034	19	0	0.0
513	AGTRAP	57085	47	47	0	0	608729	11	0	0.0
514	AGXT	189	1177	661	1072	238	604285	83	19	234.0
515	AGXT2	64902	35	34	9	0	612471	3	0	-1.0
516	AHCTF1	25909	97	96	2	0	610853	16	0	-53.0
517	AHCY	191	190	145	167	5	180960	67	12	-3.0
518	AHCYL1	10768	19	19	0	0	607826	1	0	-52.0
519	AHCYL2	23382	27	27	0	2	616520	2	0	2.0
520	AHDC1	27245	670	455	639	109	615790	137	13	105.0
521	AHI1	54806	1477	922	1433	141	608894	402	49	141.0
522	AHI1-DT	100131814	6	6	0	1	0	0	0	1.0
523	AHNAK	79026	106	103	89	3	103390	10	1	-5.0
524	AHNAK2	113146	98	96	30	1	608570	19	0	-13.0
525	AHR	196	357	354	293	2	600253	203	0	2.0
526	AHRR	57491	163	161	8	0	606517	21	0	0.0
527	AHSA1	10598	24	24	2	0	608466	5	0	-1.0
528	AHSG	197	64	61	22	2	138680	2	0	2.0
529	AHSP	51327	17	17	1	0	605821	4	0	0.0
530	AICDA	57379	279	218	232	27	605257	89	5	26.0
531	AIDA	64853	32	31	0	1	612375	5	0	-1.0
532	AIF1	199	11	11	0	0	601833	2	0	0.0
533	AIF1L	83543	34	34	0	0	0	4	0	0.0
534	AIFM1	9131	673	487	500	35	300169	133	21	35.0
535	AIFM2	84883	15	15	0	0	605159	2	0	0.0
536	AIFM3	150209	423	404	0	2	617298	52	0	2.0
537	AIG1	51390	15	15	0	0	608514	3	0	-2.0
538	AIM2	9447	19	16	6	0	604578	4	1	0.0
539	AIMP1	9255	84	71	58	7	603605	21	1	7.0
540	AIMP2	7965	131	125	54	17	600859	42	1	17.0
541	AIP	9049	1186	741	1166	39	605555	366	43	39.0
542	AIPL1	23746	807	397	783	41	604392	190	39	41.0
543	AIRE	326	1342	822	1246	147	607358	214	19	147.0
544	AIRN	100271873	25	25	0	0	604893	2	0	0.0
545	AJAP1	55966	80	80	3	5	610972	5	0	5.0
546	AJM1	389813	75	72	0	0	0	3	0	-1.0
547	AJUBA	84962	23	23	0	0	609066	1	0	-1.0
548	AK1	203	97	84	38	10	103000	6	0	10.0
549	AK2	204	210	178	194	26	103020	73	5	22.0
550	AK3	50808	175	174	0	0	609290	11	0	0.0
551	AK4	205	26	26	0	0	103030	5	0	0.0
552	AK5	26289	31	31	4	1	608009	9	0	1.0
553	AK6	102157402	5	5	0	0	619357	1	0	0.0
554	AK7	122481	116	111	92	3	615364	30	1	3.0
555	AK8	158067	39	39	0	3	615365	3	0	3.0
556	AK9	221264	48	48	15	2	615358	12	0	2.0
557	AKAIN1	642597	120	115	0	0	616427	6	0	0.0
558	AKAP1	8165	33	33	18	0	602449	3	0	0.0
559	AKAP10	11216	113	113	4	0	604694	16	0	0.0
560	AKAP11	11215	57	57	9	0	604696	2	0	-4.0
561	AKAP12	9590	40	40	17	0	604698	2	0	0.0
562	AKAP13	11214	49	48	17	2	604686	3	0	2.0
563	AKAP14	158798	172	166	0	0	300462	9	0	-5.0
564	AKAP17A	8227	114	110	0	0	312095	8	0	0.0
565	AKAP17A	8227	114	110	0	0	465000	8	0	0.0
566	AKAP3	10566	59	59	2	0	604689	5	0	0.0
567	AKAP4	8852	164	157	2	0	300185	4	0	0.0
568	AKAP5	9495	18	18	3	0	604688	1	0	-5.0
569	AKAP6	9472	43	43	12	0	604691	9	0	0.0
570	AKAP7	9465	17	17	0	1	604693	1	0	-3.0
571	AKAP8	10270	45	45	26	1	604692	4	0	-11.0
572	AKAP8L	26993	22	22	4	0	609475	4	0	0.0
573	AKAP9	10142	3355	1949	3323	5	604001	1085	116	-2.0
574	AKIP1	56672	21	21	1	0	609191	4	0	0.0
575	AKIRIN1	79647	14	14	0	0	615164	4	0	-26.0
576	AKIRIN2	55122	23	23	2	0	615165	5	0	-7.0
577	AKNA	80709	53	53	8	0	605729	10	0	-1.0
578	AKNAD1	254268	29	29	0	0	0	10	0	0.0
579	AKR1A1	10327	23	23	3	0	103830	11	0	-20.0
580	AKR1B1	231	43	43	8	0	103880	3	0	0.0
581	AKR1B10	57016	35	35	0	0	604707	3	0	0.0
582	AKR1B15	441282	39	39	4	0	616336	3	0	-7.0
583	AKR1C1	1645	48	48	4	0	600449	6	0	-1.0
584	AKR1C2	1646	112	109	64	4	600450	10	0	4.0
585	AKR1C3	8644	53	53	8	0	603966	8	0	0.0
586	AKR1C4	1109	48	47	7	1	600451	7	0	1.0
588	AKR1D1	6718	228	204	183	14	604741	101	5	13.0
589	AKR1E2	83592	132	132	92	0	617451	6	0	0.0
590	AKR7A2	8574	18	18	1	0	603418	4	0	-48.0
591	AKR7A3	22977	22	22	4	0	608477	4	0	0.0
592	AKR7L	246181	17	17	0	0	608478	4	0	0.0
593	AKT1	207	835	634	764	6	164730	227	9	2.0
594	AKT1S1	84335	16	15	2	0	610221	3	0	-13.0
595	AKT2	208	137	115	125	4	164731	28	2	-1.0
596	AKT3	10000	333	282	171	24	611223	58	4	-26.0
598	AKTIP	64400	22	22	1	0	608483	5	0	0.0
599	ALAD	210	225	193	188	5	125270	82	4	3.0
600	ALAS1	211	12	12	1	0	125290	2	0	-31.0
601	ALAS2	212	382	294	243	32	301300	36	11	32.0
602	ALB	213	193	164	169	23	103600	39	3	3.0
603	ALCAM	214	26	26	8	1	601662	2	0	-1.0
604	ALDH16A1	126133	19	18	3	0	613358	3	0	0.0
605	ALDH18A1	5832	658	437	629	37	138250	215	25	26.0
606	ALDH1A1	216	48	48	4	0	100640	3	0	-9.0
607	ALDH1A2	8854	59	58	37	4	603687	5	0	-1.0
609	ALDH1A3	220	196	185	101	13	600463	20	1	13.0
610	ALDH1A3-AS1	101927751	108	102	1	9	0	11	0	9.0
611	ALDH1B1	219	98	96	28	1	100670	13	0	-3.0
612	ALDH1L1	10840	38	38	15	0	600249	9	0	-7.0
613	ALDH1L1-AS1	100874204	8	8	0	0	0	1	0	-1.0
614	ALDH1L1-AS2	100862662	7	7	0	0	0	2	0	-8.0
615	ALDH1L2	160428	13	13	0	0	613584	4	0	-9.0
616	ALDH2	217	46	39	21	0	100650	4	0	-3.0
617	ALDH3A1	218	118	118	8	0	100660	12	0	-28.0
618	ALDH3A2	224	728	538	611	138	609523	91	23	138.0
619	ALDH3B1	221	12	12	0	0	600466	3	0	0.0
620	ALDH3B2	222	21	21	0	0	601917	6	0	0.0
621	ALDH4A1	8659	334	241	316	7	606811	115	21	7.0
622	ALDH5A1	7915	852	597	835	120	610045	275	30	120.0
623	ALDH6A1	4329	184	157	162	7	603178	68	6	7.0
624	ALDH7A1	501	1162	761	1132	103	107323	307	56	103.0
625	ALDH8A1	64577	19	19	2	1	606467	0	0	1.0
626	ALDH9A1	223	26	25	2	0	602733	3	0	0.0
627	ALDOA	226	447	391	168	6	103850	69	7	6.0
628	ALDOB	229	670	371	631	110	612724	74	27	110.0
629	ALDOC	230	13	13	1	0	103870	0	0	0.0
630	ALG1	56052	753	495	710	61	605907	172	19	2.0
631	ALG10	84920	44	44	4	2	618355	6	0	2.0
632	ALG10B	144245	18	18	2	0	603313	4	0	0.0
633	ALG11	440138	256	196	186	16	613666	70	4	16.0
634	ALG12	79087	592	464	447	24	607144	160	19	1.0
635	ALG13	79868	1232	803	1059	12	300776	282	33	12.0
636	ALG14	199857	135	104	123	3	612866	56	4	3.0
637	ALG14-AS1	101928098	27	19	0	1	0	11	0	1.0
638	ALG1L2	644974	18	18	0	0	0	4	0	0.0
639	ALG2	85365	323	262	283	9	607905	132	2	-4.0
640	ALG3	10195	237	179	191	30	608750	59	12	30.0
641	ALG5	29880	52	52	4	5	604565	2	0	5.0
642	ALG6	29929	705	505	682	83	604566	143	19	83.0
643	ALG8	79053	351	225	336	23	608103	61	12	17.0
644	ALG9	79796	314	236	289	10	606941	110	7	-47.0
645	ALK	238	5195	3559	5143	33	105590	2015	119	33.0
646	ALKAL1	389658	59	59	0	3	619670	18	0	3.0
647	ALKAL2	285016	58	58	0	0	619671	15	0	-29.0
648	ALKBH1	8846	25	25	0	0	605345	7	0	0.0
649	ALKBH2	121642	21	21	0	0	610602	5	0	0.0
650	ALKBH3	221120	23	23	0	0	610603	6	0	-1.0
651	ALKBH3-AS1	100507300	9	9	0	0	0	2	0	-7.0
652	ALKBH4	54784	23	23	0	0	613302	4	0	-15.0
653	ALKBH5	54890	119	118	0	0	613303	2	0	0.0
654	ALKBH6	84964	15	15	0	0	613304	4	0	-3.0
655	ALKBH7	84266	13	13	0	0	613305	4	0	-2.0
656	ALKBH8	91801	47	44	21	4	613306	11	0	4.0
657	ALLC	55821	45	45	2	0	612396	10	0	0.0
658	ALMS1	7840	8187	4321	8160	619	606844	1953	210	619.0
659	ALMS1-IT1	100874291	2	2	0	0	0	0	0	0.0
660	ALOX12	239	58	57	34	0	152391	5	0	0.0
661	ALOX12-AS1	100506713	44	44	0	0	0	2	0	-13.0
662	ALOX12B	242	398	298	364	134	603741	88	13	134.0
663	ALOX15	246	50	50	14	0	152392	13	0	-14.0
664	ALOX15B	247	36	34	6	0	603697	12	0	0.0
665	ALOX5	240	30	29	11	0	152390	4	0	0.0
666	ALOX5AP	241	45	45	3	0	603700	3	0	0.0
667	ALOXE3	59344	296	218	259	57	607206	72	11	52.0
668	ALPG	251	54	53	11	0	171810	4	0	-6.0
669	ALPI	248	39	38	1	1	171740	5	0	1.0
670	ALPK1	80216	47	41	25	2	607347	13	0	2.0
671	ALPK2	115701	1825	1819	1753	0	619965	1011	0	0.0
672	ALPK3	57538	2213	1414	2159	102	617608	784	37	98.0
673	ALPL	249	1529	787	1498	220	171760	162	59	220.0
674	ALPP	250	58	57	15	0	171800	4	0	-25.0
675	ALS2	57679	1221	754	1167	91	606352	326	30	91.0
676	ALS2CL	259173	11	11	1	0	612402	2	0	-1.0
677	ALX1	8092	38	32	18	2	601527	9	1	2.0
678	ALX3	257	48	45	28	9	606014	2	0	9.0
679	ALX4	60529	309	251	285	17	605420	92	2	12.0
680	ALYREF	10189	28	28	0	0	604171	2	0	-13.0
681	AMACR	23600	432	290	396	4	604489	164	13	3.0
682	AMBN	258	45	44	19	2	601259	8	0	1.0
683	AMBP	259	42	42	1	0	176870	6	0	-26.0
684	AMBRA1	55626	35	35	9	1	611359	19	0	0.0
685	AMD1	262	41	34	0	6	180980	8	0	6.0
686	AMDHD1	144193	9	9	0	0	0	1	0	0.0
687	AMDHD2	51005	46	44	0	0	0	13	0	0.0
688	AMELX	265	217	209	34	14	300391	13	0	14.0
689	AMELY	266	79	79	1	0	410000	8	0	0.0
690	AMER1	139285	354	293	211	33	300647	47	1	33.0
691	AMER2	219287	36	36	0	0	614659	2	0	0.0
692	AMER3	205147	62	61	1	1	0	28	0	1.0
693	AMFR	267	31	31	3	1	603243	11	0	0.0
694	AMH	268	137	112	103	11	600957	26	0	11.0
695	AMHR2	269	77	68	63	21	600956	12	0	21.0
696	AMIGO1	57463	21	21	2	0	615689	3	0	-2.0
697	AMIGO2	347902	13	13	1	0	615690	2	0	0.0
698	AMIGO3	386724	12	12	0	0	615691	0	0	0.0
699	AMMECR1	9949	206	197	27	10	300195	19	0	10.0
700	AMMECR1L	83607	24	24	1	0	0	3	0	-1.0
701	AMN	81693	265	204	204	35	605799	51	2	35.0
702	AMN1	196394	30	30	0	0	0	3	0	-8.0
703	AMOT	154796	184	177	14	1	300410	8	0	1.0
704	AMOTL1	154810	33	32	8	0	614657	6	1	0.0
705	AMOTL2	51421	21	21	3	0	614658	1	0	-1.0
706	AMPD1	270	374	274	361	3	102770	138	21	2.0
707	AMPD2	271	327	276	304	31	102771	93	3	31.0
708	AMPD3	272	152	132	138	1	102772	90	2	1.0
709	AMPH	273	46	46	11	1	600418	4	0	1.0
710	AMT	275	716	457	701	92	238310	155	24	85.0
711	AMTN	401138	27	27	2	1	610912	4	0	1.0
712	AMY1A	276	54	51	2	0	104700	11	0	0.0
713	AMY1B	277	40	40	0	0	104701	11	0	0.0
714	AMY1C	278	40	40	0	0	104702	11	0	0.0
715	AMY2A	279	56	53	3	0	104650	12	0	0.0
716	AMY2B	280	45	45	1	0	104660	13	0	0.0
717	AMZ1	155185	61	61	13	0	615168	6	0	-14.0
718	AMZ2	51321	18	18	2	0	615169	3	0	-7.0
719	ANAPC1	64682	104	92	33	9	608473	28	0	6.0
720	ANAPC10	10393	30	30	0	2	613745	3	0	1.0
721	ANAPC11	51529	31	31	0	0	614534	2	0	0.0
722	ANAPC13	25847	19	19	0	0	614484	1	0	0.0
723	ANAPC15	25906	121	91	0	4	614717	62	0	4.0
724	ANAPC16	119504	13	13	0	0	613427	0	0	0.0
725	ANAPC2	29882	70	68	2	0	606946	6	0	-1.0
726	ANAPC4	29945	31	31	0	0	606947	0	0	-12.0
727	ANAPC5	51433	19	19	0	1	606948	3	0	1.0
728	ANAPC7	51434	11	11	1	1	606949	0	0	1.0
729	ANG	283	136	97	102	10	105850	30	4	10.0
730	ANGEL1	23357	21	21	0	1	619537	4	0	1.0
731	ANGEL2	90806	29	28	0	0	619001	11	0	0.0
732	ANGPT1	284	163	153	112	2	601667	54	1	-1.0
733	ANGPT2	285	187	166	20	5	601922	25	0	3.0
734	ANGPT4	51378	56	56	3	0	603705	11	0	0.0
735	ANGPTL1	9068	26	25	1	0	603874	1	0	0.0
736	ANGPTL2	23452	38	37	0	0	605001	0	0	-2.0
737	ANGPTL3	27329	82	70	49	9	604774	13	1	8.0
738	ANGPTL4	51129	17	17	8	0	605910	2	0	0.0
739	ANGPTL5	253935	29	28	2	0	607666	5	0	-94.0
740	ANGPTL6	83854	13	13	4	0	609336	2	0	0.0
741	ANGPTL7	10218	49	49	0	0	618517	11	0	0.0
742	ANGPTL8	55908	14	14	0	0	616223	2	0	0.0
743	ANHX	647589	4	4	1	1	0	0	0	1.0
744	ANK1	286	1131	642	1021	116	612641	216	68	116.0
745	ANK2	287	4509	2407	4474	14	106410	1130	256	14.0
746	ANK3	288	806	615	755	11	600465	297	30	11.0
748	ANKAR	150709	51	50	15	1	609803	1	0	0.0
749	ANKDD1A	348094	21	20	0	0	0	5	0	0.0
750	ANKDD1B	728780	21	21	11	0	619920	3	0	0.0
751	ANKEF1	63926	33	31	2	0	0	3	0	0.0
752	ANKFN1	162282	16	14	0	1	0	1	0	1.0
753	ANKFY1	51479	86	86	36	1	607927	19	0	1.0
754	ANKH	56172	803	457	713	15	605145	153	10	15.0
755	ANKHD1	54882	23	21	2	0	610500	3	0	0.0
756	ANKHD1-EIF4EBP3	404734	23	21	0	0	0	3	0	0.0
757	ANKIB1	54467	35	25	1	1	620069	7	0	-5.0
758	ANKK1	255239	35	34	16	0	608774	3	0	0.0
759	ANKLE1	126549	26	25	8	0	619348	6	0	0.0
760	ANKLE2	23141	222	191	184	3	616062	38	4	3.0
761	ANKMY1	51281	105	103	5	1	0	8	0	1.0
762	ANKMY2	57037	47	47	1	0	0	9	0	0.0
763	ANKRA2	57763	9	9	0	0	605787	2	0	0.0
764	ANKRD1	27063	743	389	729	1	609599	207	27	1.0
765	ANKRD10	55608	109	109	0	1	0	8	0	1.0
766	ANKRD10-IT1	100505494	104	104	0	0	0	8	0	0.0
767	ANKRD11	29123	2401	1515	2206	423	611192	430	45	423.0
768	ANKRD12	23253	104	99	2	0	610616	10	0	0.0
769	ANKRD13A	88455	11	11	0	0	615123	1	0	0.0
770	ANKRD13B	124930	12	12	0	0	615124	1	0	0.0
771	ANKRD13C	81573	30	30	0	0	615125	4	0	0.0
772	ANKRD13D	338692	16	16	1	0	615126	4	0	-1.0
773	ANKRD16	54522	36	36	0	0	618017	6	0	-1.0
774	ANKRD17	26057	85	80	51	19	615929	33	2	17.0
776	ANKRD18A	253650	81	80	13	0	0	3	0	0.0
777	ANKRD18B	441459	73	72	0	1	618930	3	0	1.0
778	ANKRD2	26287	18	18	4	0	610734	1	0	0.0
779	ANKRD20A1	84210	46	46	0	0	0	1	0	-1.0
781	ANKRD22	118932	19	19	0	0	0	3	0	0.0
782	ANKRD23	200539	55	55	0	0	610736	25	0	0.0
783	ANKRD24	170961	24	24	0	0	0	5	0	0.0
784	ANKRD26	22852	717	438	693	20	610855	172	21	20.0
785	ANKRD27	84079	16	16	0	0	618957	4	0	0.0
786	ANKRD28	23243	30	30	0	0	611122	2	0	0.0
787	ANKRD29	147463	39	37	0	0	0	3	0	0.0
788	ANKRD30A	91074	23	23	1	0	610856	4	0	0.0
789	ANKRD30B	374860	102	100	1	0	616565	10	0	0.0
790	ANKRD30BL	554226	5	5	0	0	0	2	0	0.0
791	ANKRD31	256006	16	16	8	2	618423	1	0	2.0
792	ANKRD33	341405	10	10	0	0	0	2	0	-1.0
793	ANKRD33B	651746	102	102	0	0	0	7	0	0.0
794	ANKRD34A	284615	192	188	0	1	0	51	0	1.0
795	ANKRD34B	340120	14	14	0	0	618581	7	0	0.0
796	ANKRD34C	390616	20	19	0	0	0	2	0	0.0
797	ANKRD34C-AS1	729911	11	11	0	1	0	1	0	1.0
798	ANKRD35	148741	194	190	0	1	0	54	0	1.0
799	ANKRD36	375248	48	48	3	3	0	15	0	3.0
800	ANKRD36B	57730	34	34	0	3	0	7	0	3.0
801	ANKRD36C	400986	50	50	2	3	0	22	0	3.0
802	ANKRD37	353322	128	128	0	1	619021	18	0	-4.0
803	ANKRD39	51239	55	55	0	0	0	25	0	0.0
804	ANKRD40	91369	11	11	0	0	0	0	0	0.0
805	ANKRD40CL	55018	4	4	0	0	0	0	0	-1.0
806	ANKRD42	338699	21	21	0	0	619778	5	0	0.0
807	ANKRD42-DT	100506282	4	4	0	0	0	1	0	0.0
808	ANKRD44	91526	38	38	0	1	0	3	0	-16.0
809	ANKRD44-AS1	101927596	13	13	0	0	0	0	0	-2.0
810	ANKRD44-IT1	101927547	13	13	0	0	0	0	0	-7.0
811	ANKRD45	339416	38	36	0	1	618712	3	0	1.0
812	ANKRD46	157567	39	39	0	0	0	2	0	-54.0
813	ANKRD49	54851	31	31	0	0	619571	11	0	-2.0
814	ANKRD50	57182	30	30	0	0	619856	3	0	0.0
815	ANKRD52	283373	12	12	2	0	0	3	0	0.0
816	ANKRD53	79998	13	13	0	0	617009	3	0	0.0
817	ANKRD54	129138	28	27	1	0	613383	0	0	-33.0
818	ANKRD55	79722	21	21	5	0	615189	4	0	0.0
819	ANKRD6	22881	37	37	5	0	610583	13	0	0.0
820	ANKRD60	140731	18	18	0	0	0	1	0	0.0
821	ANKRD61	100310846	17	17	0	0	0	3	0	0.0
822	ANKRD62	342850	91	87	0	3	0	6	0	3.0
823	ANKRD63	100131244	12	11	0	0	0	3	0	0.0
824	ANKRD65	441869	160	153	0	0	0	23	0	-1.0
826	ANKRD66	100287718	12	12	0	0	0	0	0	-16.0
827	ANKRD7	56311	27	27	0	0	610731	3	0	0.0
828	ANKRD9	122416	51	51	0	0	618605	9	0	0.0
829	ANKS1A	23294	26	26	8	0	608994	5	0	-2.0
830	ANKS1B	56899	63	63	20	3	607815	18	0	3.0
831	ANKS3	124401	47	45	8	1	617310	9	0	1.0
832	ANKS4B	257629	22	22	0	0	609901	6	0	0.0
833	ANKS6	203286	383	262	343	18	615370	70	4	18.0
834	ANKUB1	389161	18	18	0	0	0	0	0	0.0
835	ANKZF1	55139	277	274	242	0	617541	157	0	0.0
836	ANLN	54443	328	269	302	2	616027	95	3	2.0
837	ANO1	55107	26	25	13	1	610108	3	0	1.0
838	ANO10	55129	365	240	308	33	613726	106	11	33.0
839	ANO2	57101	63	63	2	4	610109	6	0	4.0
840	ANO3	63982	450	352	390	10	610110	93	3	10.0
841	ANO3-AS1	105376599	6	6	0	0	0	1	0	-1.0
842	ANO4	121601	18	18	2	0	610111	6	0	0.0
843	ANO5	203859	1963	972	1911	142	608662	469	78	142.0
844	ANO6	196527	63	57	46	6	608663	5	0	5.0
845	ANO7	50636	203	201	88	0	605096	13	0	0.0
846	ANO8	57719	23	23	0	0	610216	7	0	0.0
847	ANO9	338440	47	47	3	0	619963	6	0	0.0
848	ANOS1	3730	496	426	226	65	300836	92	4	65.0
849	ANP32A	8125	21	20	3	0	600832	5	0	0.0
850	ANP32A-IT1	80035	2	2	0	0	0	0	0	0.0
851	ANP32B	10541	42	42	4	0	619823	3	0	0.0
852	ANP32C	23520	50	50	0	0	606877	6	0	0.0
853	ANP32D	23519	11	11	0	0	606878	1	0	0.0
854	ANP32E	81611	16	12	0	0	609611	4	0	-1.0
855	ANPEP	290	61	60	19	1	151530	4	0	-9.0
856	ANTKMT	65990	86	83	0	0	618566	13	0	0.0
857	ANTXR1	84168	113	90	97	7	606410	7	0	7.0
858	ANTXR2	118429	309	264	268	27	608041	119	3	27.0
859	ANTXRL	195977	56	56	0	0	0	3	0	0.0
860	ANXA1	301	54	54	7	0	151690	7	0	0.0
861	ANXA10	11199	57	57	2	3	608008	6	0	0.0
862	ANXA11	311	237	201	187	4	602572	74	0	-10.0
863	ANXA13	312	46	46	0	0	602573	2	0	-6.0
864	ANXA2	302	21	20	1	0	151740	4	0	-1.0
865	ANXA2R	389289	28	28	0	0	611296	3	0	0.0
866	ANXA2R-AS1	153684	8	8	0	0	0	1	0	0.0
867	ANXA2R-OT1	648987	8	8	0	0	0	1	0	0.0
868	ANXA3	306	25	25	3	0	106490	2	0	0.0
869	ANXA4	307	16	16	2	0	106491	3	0	-13.0
870	ANXA5	308	29	32	4	0	131230	4	0	-5.0
871	ANXA6	309	23	22	7	1	114070	0	0	-4.0
872	ANXA7	310	18	18	3	0	186360	2	0	-12.0
873	ANXA8	653145	111	111	0	0	602396	10	0	-4.0
874	ANXA8L1	728113	117	116	0	0	0	11	0	0.0
875	ANXA9	8416	15	11	0	1	603319	2	0	1.0
876	AOAH	313	23	23	0	0	102593	4	0	0.0
877	AOAH-IT1	100874264	6	6	0	0	0	0	0	-7.0
878	AOC1	26	78	78	3	1	104610	7	0	1.0
879	AOC2	314	10	10	2	0	602268	0	0	-2.0
880	AOC3	8639	18	18	10	0	603735	0	0	-8.0
881	AOPEP	84909	2221	1028	6	124	619600	483	0	124.0
882	AOX1	316	48	48	14	0	602841	4	0	0.0
883	AP1AR	55435	20	20	1	0	610851	4	0	0.0
884	AP1B1	162	77	73	41	11	600157	7	0	11.0
885	AP1G1	164	58	55	13	9	603533	13	0	9.0
886	AP1G2	8906	24	24	2	1	603534	3	0	-642.0
887	AP1G2-AS1	102724814	11	11	0	1	0	2	0	0.0
888	AP1M1	8907	13	13	0	0	603535	0	0	-1.0
889	AP1M2	10053	18	18	0	0	607309	4	0	0.0
890	AP1S1	1174	66	61	43	4	603531	11	1	4.0
891	AP1S2	8905	234	218	48	17	300629	22	0	17.0
892	AP1S3	130340	47	40	13	0	615781	3	0	0.0
893	AP2A1	160	16	15	2	0	601026	3	0	0.0
894	AP2A2	161	43	42	0	0	607242	11	0	0.0
895	AP2B1	163	11	11	2	0	601025	3	0	0.0
896	AP2M1	1173	146	135	108	1	601024	28	0	1.0
897	AP2S1	1175	117	84	101	3	602242	20	2	3.0
898	AP3B1	8546	776	532	763	29	603401	286	27	29.0
899	AP3B2	8120	469	437	423	27	602166	195	7	27.0
900	AP3D1	8943	654	596	625	1	607246	202	2	1.0
901	AP3M1	26985	18	18	0	0	610366	4	0	0.0
902	AP3M2	10947	44	44	0	0	610469	3	0	0.0
903	AP3S1	1176	32	31	1	0	601507	2	0	0.0
904	AP3S2	10239	44	43	0	0	602416	5	0	0.0
905	AP4B1	10717	489	300	471	45	607245	143	8	45.0
906	AP4B1-AS1	100287722	364	214	0	29	0	97	0	3.0
907	AP4E1	23431	531	377	498	22	607244	168	13	7.0
908	AP4M1	9179	458	311	403	43	602296	113	13	42.0
909	AP4S1	11154	190	122	163	21	607243	27	4	20.0
910	AP5B1	91056	20	19	5	0	614367	7	0	-3.0
911	AP5M1	55745	16	16	0	0	614368	2	0	-62.0
912	AP5S1	55317	37	37	0	0	614824	12	0	0.0
913	AP5Z1	9907	1186	810	1121	34	613653	382	60	34.0
914	APAF1	317	24	24	12	0	602233	5	0	0.0
915	APBA1	320	57	57	1	2	602414	5	0	2.0
916	APBA2	321	172	169	27	12	602712	43	0	12.0
917	APBA3	9546	23	23	0	0	604262	4	0	0.0
918	APBB1	322	53	29	32	2	602709	3	0	2.0
919	APBB1IP	54518	18	18	4	0	609036	1	0	0.0
920	APBB2	323	21	21	1	0	602710	3	0	0.0
921	APBB3	10307	23	21	0	0	602711	3	0	-1.0
922	APC	324	22872	11490	21925	1593	611731	6147	464	1593.0
923	APC2	10297	255	235	201	9	612034	70	3	9.0
924	APCDD1	147495	135	124	34	1	607479	10	0	1.0
